UserID^PersonaName^RecName^RecLength^RecShopsNames^RecShopsIndices^PosFeedback^NegFeedback^Date
DqzZEmTf4SkQ6yMFbRqODb_kaAR1GvHp^Beauty &amp; Fashion Liefhebber (vrouw)^composite^59^Watch! The time store;Six;Siebel Juweliers;Juwelier Eugene van Baal B.V.;Sheila Bijoux^195;193;251;90;293^Siebel Juweliers;Juwelier Eugene van Baal B.V.;Sheila Bijoux^Watch! The time store;Six^2017/01/13 11:20:47
DqzZEmTf4SkQ6yMFbRqODb_kaAR1GvHp^Beauty &amp; Fashion Liefhebber (vrouw)^random^84^Subba;FORSTER Linnen&Lingerie;Xenos;Dekker vd Vegt;Rokerspaleis Lensen V.O.F.^44;96;145;120;326^FORSTER Linnen&Lingerie;Dekker vd Vegt;Xenos^Subba;Rokerspaleis Lensen V.O.F.^2017/01/13 11:20:47
DqzZEmTf4SkQ6yMFbRqODb_kaAR1GvHp^Beauty &amp; Fashion Liefhebber (vrouw)^random^75^Chocola Belga, Burchtstraat;Mecca;Bartufique;Rokerspaleis Lensen V.O.F.;Free Record Shop, Molenstraat^287;160;159;326;231^^Chocola Belga, Burchtstraat;Mecca;Bartufique;Rokerspaleis Lensen V.O.F.;Free Record Shop, Molenstraat^2017/01/13 11:21:45
DqzZEmTf4SkQ6yMFbRqODb_kaAR1GvHp^Beauty &amp; Fashion Liefhebber (vrouw)^contentbased^71^Invito;Shadow;Noblesse;TERRA;De Hoge Hoed^320;218;203;200;205^Invito^Shadow;Noblesse;TERRA;De Hoge Hoed^2017/01/13 11:21:45
x5ec3X16SZ7ku4P8IfhL1lpWR9FBEj05^Beauty &amp; Fashion Liefhebber (vrouw)^contentbased^73^Le Ballon Nijmegen B.V.;Theo Jansen Schoenen Molenpoort;Chica Bebo;Ming & Mikis;Shadow^121;166;31;29;218^^Le Ballon Nijmegen B.V.;Theo Jansen Schoenen Molenpoort;Chica Bebo;Ming & Mikis;Shadow^2017/01/13 12:59:09
x5ec3X16SZ7ku4P8IfhL1lpWR9FBEj05^Beauty &amp; Fashion Liefhebber (vrouw)^random^68^Jamin;Christiaan B.;Snoek Kousen BV;Antiquariaat Anamorfosa;Nijmeegs Jopie Dumphandel^259;163;138;261;239^Jamin^Christiaan B.;Snoek Kousen BV;Antiquariaat Anamorfosa;Nijmeegs Jopie Dumphandel^2017/01/13 12:59:09
x5ec3X16SZ7ku4P8IfhL1lpWR9FBEj05^Beauty &amp; Fashion Liefhebber (vrouw)^composite^68^Jewelz & More;Janssen Juweliers Nijmegen B.V.;Six;Siebel Juweliers;Ronald Reijnen Sieraden^314;339;193;251;301^Six^Jewelz & More;Janssen Juweliers Nijmegen B.V.;Siebel Juweliers;Ronald Reijnen Sieraden^2017/01/13 12:59:35
x5ec3X16SZ7ku4P8IfhL1lpWR9FBEj05^Beauty &amp; Fashion Liefhebber (vrouw)^random^64^Scapino;Hilst Koffie en Thee;Eyes and More;Intersport Nijmegen;MexiMode^172;14;30;34;47^Scapino^Hilst Koffie en Thee;Eyes and More;Intersport Nijmegen;MexiMode^2017/01/13 12:59:35
3lqrzWQqfrLZkNtri-98p0bcBZYfuRea^Tiener (meisje)^random^61^Waaghals;Kameleon Mode;Pipoos;SmartTrash^147;248;185;46^Kameleon Mode^Waaghals;Pipoos;SmartTrash^2017/01/14 13:03:38
3lqrzWQqfrLZkNtri-98p0bcBZYfuRea^Tiener (meisje)^composite^59^Hoogenboom Women;Oshily;Cira;TERRA^128;179;190;200^Hoogenboom Women;TERRA;Oshily^Cira^2017/01/14 13:03:38
3lqrzWQqfrLZkNtri-98p0bcBZYfuRea^Tiener (meisje)^random^61^24/7 Store;Bofkont;Bever Zwerfsport;Via Fillungo;Doorman B.V.^332;99;283;192;315^^24/7 Store;Bofkont;Bever Zwerfsport;Via Fillungo;Doorman B.V.^2017/01/14 13:04:10
3lqrzWQqfrLZkNtri-98p0bcBZYfuRea^Tiener (meisje)^contentbased^59^Dolcis;Sacha Shoes;Foot Locker;Benedicte Luxury Ladies Fashion;Kameleon Mode^137;131;274;227;248^Sacha Shoes;Foot Locker;Kameleon Mode;Dolcis^Benedicte Luxury Ladies Fashion^2017/01/14 13:04:10
5ksVpgc-lCJ3QDxPXUnGn86R7LwRa1rO^Binnenhuisarchitect^random^69^Zus & Zo Keukengerei;Oil & Vinegar;De Snuffelhoek;Medibanda;Henrice Mode^330;40;267;148;158^De Snuffelhoek;Henrice Mode^Zus & Zo Keukengerei;Oil & Vinegar;Medibanda^2017/01/15 15:38:10
5ksVpgc-lCJ3QDxPXUnGn86R7LwRa1rO^Binnenhuisarchitect^composite^53^De Brocanterie;Glashuis;Sunar Home;La Belle Epoque;Wood for home^18;19;92;212;300^Wood for home;De Brocanterie;Glashuis^Sunar Home;La Belle Epoque^2017/01/15 15:38:10
5ksVpgc-lCJ3QDxPXUnGn86R7LwRa1rO^Binnenhuisarchitect^random^65^Peak Performance;NOA NOA;de Heeren Wonen;De Brocanterie^202;118;152;18^^Peak Performance;NOA NOA;de Heeren Wonen;De Brocanterie^2017/01/15 15:38:51
5ksVpgc-lCJ3QDxPXUnGn86R7LwRa1rO^Binnenhuisarchitect^contentbased^60^Gerritsen Kunsthandel;City Lights Tiffany Studio;Brocantehuis Philipse;Depot en Galerie Ginkel^280;286;0;105^^Gerritsen Kunsthandel;City Lights Tiffany Studio;Brocantehuis Philipse;Depot en Galerie Ginkel^2017/01/15 15:38:51
dyDhgeTzSnsWymASN2RlagU1QkQpnwFW^Tiener (jongen)^random^61^Handyman;Premium Supply Store;Schoen- en Sleutelmakerij Benders;Glamour modeaccessoires^269;54;323;221^^Handyman;Premium Supply Store;Schoen- en Sleutelmakerij Benders;Glamour modeaccessoires^2017/01/15 16:49:14
dyDhgeTzSnsWymASN2RlagU1QkQpnwFW^Tiener (jongen)^contentbased^56^Computerland Nijmegen;Score;Mezzo;Grootaarts Euronics^52;139;2;335^Computerland Nijmegen;Grootaarts Euronics^Score;Mezzo^2017/01/15 16:49:14
dyDhgeTzSnsWymASN2RlagU1QkQpnwFW^Tiener (jongen)^random^58^Hoogenboom Mode B.V.;Maalsen Optiek;T-Mobile Shop;Bever Zwerfsport^317;150;51;283^Bever Zwerfsport^Hoogenboom Mode B.V.;Maalsen Optiek;T-Mobile Shop^2017/01/15 16:50:14
dyDhgeTzSnsWymASN2RlagU1QkQpnwFW^Tiener (jongen)^composite^64^MyCom;Free Record Shop, Molenstraat;Inkstation;Game mania^63;231;211;197^MyCom;Game mania^Free Record Shop, Molenstraat;Inkstation^2017/01/15 16:50:14
SZo24NDg6NP_tb5cippcjuNEar2cc9D8^Elektronicaliefhebber^random^67^Foto Verweij;Tabbers Licht Design;Henrice Mode;Blokker;Michels Parketvloeren^108;183;158;165;336^^Foto Verweij;Tabbers Licht Design;Henrice Mode;Blokker;Michels Parketvloeren^2017/01/16 13:21:04
SZo24NDg6NP_tb5cippcjuNEar2cc9D8^Elektronicaliefhebber^contentbased^85^Vodafone Winkel;Kroese Compact Discs B.V.;Free Record Shop, Stationsplein;The Phone House;Zainab GSM Shop^12;61;232;319;4^Free Record Shop, Stationsplein;Zainab GSM Shop;The Phone House^Vodafone Winkel;Kroese Compact Discs B.V.^2017/01/16 13:21:04
